pilotId,portCode,portName,pilotName,pilotCode,pilotType,pilotClass,certificationLevel,experienceYears,maxVesselGT,maxVesselLOA,nightOperations,adverseWeather,canTrain,licenseIssueDate,licenseExpiryDate,status,languages,certifications,certificationsCount
2086,USNYC,Port of New York/New Jersey,David Wilson,USNYC-RP-1994-2086,River,Class I,Class A,8,150000,366,TRUE,TRUE,TRUE,1994-02-18,2028-06-16,On Leave,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Car Carrier/RoRo; Passenger Vessel; LNG Carrier Operations; Restricted Visibility Operations; Ice Navigation,11
2087,USNYC,Port of New York/New Jersey,Richard Anderson,USNYC-DS-2009-2087,Deep Sea,Class III,Class C,2,40000,250,TRUE,FALSE,FALSE,2009-02-06,2028-10-16,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Emergency Response; Car Carrier/RoRo; Dangerous Goods Vessels; Chemical Tanker Handling,7
2088,USNYC,Port of New York/New Jersey,Joseph Anderson,USNYC-DS-2021-2088,Deep Sea,Senior,Master Pilot,19,Unlimited,Unlimited,TRUE,TRUE,TRUE,2021-10-13,2025-03-26,Training,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Cruise Ship Operations; Offshore Support Vessels; Emergency Response; VLCC/ULCC Handling; Chemical Tanker Handling,11
2089,USNYC,Port of New York/New Jersey,Richard Miller,USNYC-CP-2020-2089,Canal,Senior,Master Pilot,19,Unlimited,Unlimited,TRUE,TRUE,TRUE,2020-12-14,2025-08-27,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LNG Carrier Operations; VLCC/ULCC Handling; STS Transfer Operations; Emergency Response; Dangerous Goods Vessels,11
2090,USNYC,Port of New York/New Jersey,Thomas Anderson,USNYC-CP-1996-2090,Canal,Class II,Class B,10,75000,300,TRUE,FALSE,FALSE,1996-09-05,2025-01-05,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); STS Transfer Operations; High-Speed Craft; Tug and Tow Operations; Automatic Radar Plotting Aid (ARPA); Human Factors Training,9
2091,USNYC,Port of New York/New Jersey,Thomas Smith,USNYC-RP-2003-2091,River,Senior,Unlimited,13,Unlimited,Unlimited,TRUE,TRUE,TRUE,2003-05-28,2029-03-18,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Tug and Tow Operations; High-Speed Craft; Night Operations - All Vessels; Emergency Response; VLCC/ULCC Handling,12
2092,USNYC,Port of New York/New Jersey,Charles Johnson,USNYC-RP-1993-2092,River,Senior,Unlimited,19,Unlimited,Unlimited,TRUE,TRUE,TRUE,1993-08-19,2027-07-16,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Dangerous Goods Vessels; STS Transfer Operations; LNG Carrier Operations; Night Operations - All Vessels; Emergency Response,11
2093,USNYC,Port of New York/New Jersey,James Davis,USNYC-CP-1991-2093,Canal,Senior,Class B,10,75000,300,TRUE,FALSE,TRUE,1991-11-26,2025-01-17,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Chemical Tanker Handling; Restricted Visibility Operations; Offshore Support Vessels; High-Speed Craft; Medical First Aid,10
2094,USNYC,Port of New York/New Jersey,Robert Johnson,USNYC-RP-2012-2094,River,Class II,Class C,11,40000,250,TRUE,FALSE,FALSE,2012-11-04,2028-05-28,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Chemical Tanker Handling; Offshore Support Vessels; Human Factors Training; Electronic Chart Display (ECDIS); Manned Model Training,8
2095,USNYC,Port of New York/New Jersey,Richard Brown,USNYC-CP-2007-2095,Canal,Junior,Class D,3,20000,200,FALSE,FALSE,FALSE,2007-05-28,2026-01-27,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Heavy Weather Operations; Night Operations - All Vessels,5
2096,USNYC,Port of New York/New Jersey,Michael Anderson,USNYC-HP-2001-2096,Harbor,Class I,Class A,16,150000,366,TRUE,TRUE,TRUE,2001-06-06,2029-02-11,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LPG Carrier Operations; Ice Navigation; Bulk Carrier (Capesize); Naval Vessels; Offshore Support Vessels,12
2097,USNYC,Port of New York/New Jersey,James Smith,USNYC-RP-2010-2097,River,Senior,Master Pilot,16,Unlimited,Unlimited,TRUE,TRUE,TRUE,2010-11-16,2026-01-04,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Night Operations - All Vessels; Cruise Ship Operations; Emergency Response; STS Transfer Operations; Heavy Weather Operations,11
2098,USNYC,Port of New York/New Jersey,Robert Smith,USNYC-HP-2013-2098,Harbor,Senior,Class A,28,150000,366,TRUE,TRUE,TRUE,2013-04-01,2027-10-04,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Night Operations - All Vessels; Naval Vessels; Ice Navigation; Car Carrier/RoRo; High-Speed Craft,12
2099,USNYC,Port of New York/New Jersey,Thomas Brown,USNYC-RP-2021-2099,River,Class II,Class A,8,150000,366,TRUE,TRUE,FALSE,2021-01-04,2029-11-18,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); STS Transfer Operations; Naval Vessels; Medical First Aid; Electronic Chart Display (ECDIS); Manned Model Training,8
2100,USNYC,Port of New York/New Jersey,John Smith,USNYC-HP-2023-2100,Harbor,Senior,Class A,17,150000,366,TRUE,TRUE,TRUE,2023-01-01,2028-02-04,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Emergency Response; VLCC/ULCC Handling; Bulk Carrier (Capesize); Global Maritime Distress Safety System (GMDSS); Electronic Chart Display (ECDIS),9
2101,USNYC,Port of New York/New Jersey,John Smith,USNYC-CP-2008-2101,Canal,Class I,Unlimited,18,Unlimited,Unlimited,TRUE,TRUE,TRUE,2008-08-04,2029-03-23,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Tug and Tow Operations; VLCC/ULCC Handling; Restricted Visibility Operations; Offshore Support Vessels; LPG Carrier Operations,12
2102,USNYC,Port of New York/New Jersey,Richard Jones,USNYC-DS-1995-2102,Deep Sea,Senior,Unlimited,30,Unlimited,Unlimited,TRUE,TRUE,TRUE,1995-08-02,2030-07-07,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LNG Carrier Operations; Passenger Vessel; Tug and Tow Operations; STS Transfer Operations; Emergency Response,11
2103,USNYC,Port of New York/New Jersey,James Wilson,USNYC-HP-2001-2103,Harbor,Class I,Unlimited,11,Unlimited,Unlimited,TRUE,TRUE,TRUE,2001-09-02,2029-03-21,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Bulk Carrier (Capesize); LPG Carrier Operations; Cruise Ship Operations; Container Vessel (ULCV); Automatic Radar Plotting Aid (ARPA),10
2104,USNYC,Port of New York/New Jersey,William Miller,USNYC-RP-2002-2104,River,Class III,Class B,3,75000,300,TRUE,FALSE,FALSE,2002-12-07,2030-10-28,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Passenger Vessel; Heavy Weather Operations; LNG Carrier Operations; Emergency Response,7
2105,USNYC,Port of New York/New Jersey,David Miller,USNYC-RP-2002-2105,River,Junior,Class D,3,20000,200,FALSE,FALSE,FALSE,2002-02-09,2028-12-08,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Dangerous Goods Vessels; Passenger Vessel,5
2106,USNYC,Port of New York/New Jersey,John Anderson,USNYC-CP-2022-2106,Canal,Class I,Unlimited,10,Unlimited,Unlimited,TRUE,TRUE,TRUE,2022-04-09,2030-02-25,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Offshore Support Vessels; LNG Carrier Operations; Cruise Ship Operations; High-Speed Craft; Night Operations - All Vessels,12
2107,USNYC,Port of New York/New Jersey,Robert Brown,USNYC-DS-2008-2107,Deep Sea,Trainee,Provisional,1,10000,150,FALSE,FALSE,FALSE,2008-04-28,2026-10-07,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Tug and Tow Operations,4
2108,USNYC,Port of New York/New Jersey,Charles Jones,USNYC-HP-2012-2108,Harbor,Senior,Unlimited,19,Unlimited,Unlimited,TRUE,TRUE,TRUE,2012-11-18,2030-12-10,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); VLCC/ULCC Handling; Offshore Support Vessels; Night Operations - All Vessels; Naval Vessels; Automatic Radar Plotting Aid (ARPA),10
2109,USNYC,Port of New York/New Jersey,Thomas Wilson,USNYC-DS-2015-2109,Deep Sea,Class I,Unlimited,7,Unlimited,Unlimited,TRUE,TRUE,TRUE,2015-11-13,2030-05-02,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Container Vessel (ULCV); Bulk Carrier (Capesize); Car Carrier/RoRo; Tug and Tow Operations; Dangerous Goods Vessels,12
2110,USNYC,Port of New York/New Jersey,Michael Wilson,USNYC-RP-2008-2110,River,Class I,Unlimited,13,Unlimited,Unlimited,TRUE,TRUE,TRUE,2008-07-01,2029-01-09,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); STS Transfer Operations; LNG Carrier Operations; Offshore Support Vessels; Emergency Response; Tug and Tow Operations,12
2111,USNYC,Port of New York/New Jersey,Michael Johnson,USNYC-CP-2009-2111,Canal,Trainee,Provisional,2,10000,150,FALSE,FALSE,FALSE,2009-05-02,2026-10-17,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Heavy Weather Operations,4
2112,USNYC,Port of New York/New Jersey,William Brown,USNYC-HP-1992-2112,Harbor,Senior,Class A,21,150000,366,TRUE,TRUE,TRUE,1992-11-25,2028-11-17,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Ice Navigation; Passenger Vessel; Emergency Response; High-Speed Craft; Restricted Visibility Operations,12
2113,USNYC,Port of New York/New Jersey,Joseph Johnson,USNYC-DS-2001-2113,Deep Sea,Senior,Class B,14,75000,300,TRUE,FALSE,TRUE,2001-06-11,2027-01-02,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Offshore Support Vessels; LNG Carrier Operations; VLCC/ULCC Handling; Dangerous Goods Vessels; Naval Vessels,11
2114,USNYC,Port of New York/New Jersey,John Davis,USNYC-DS-2003-2114,Deep Sea,Senior,Unlimited,33,Unlimited,Unlimited,TRUE,TRUE,TRUE,2003-04-10,2029-06-22,On Leave,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); High-Speed Craft; LPG Carrier Operations; LNG Carrier Operations; Electronic Chart Display (ECDIS); ISPS Security Awareness,9
2115,USNYC,Port of New York/New Jersey,Charles Jones,USNYC-HP-1998-2115,Harbor,Senior,Unlimited,12,Unlimited,Unlimited,TRUE,TRUE,TRUE,1998-07-09,2030-06-12,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Night Operations - All Vessels; VLCC/ULCC Handling; Tug and Tow Operations; Cruise Ship Operations; Chemical Tanker Handling,12
2116,USNYC,Port of New York/New Jersey,Richard Anderson,USNYC-HP-2012-2116,Harbor,Class I,Unlimited,18,Unlimited,Unlimited,TRUE,TRUE,TRUE,2012-12-24,2025-03-11,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Naval Vessels; VLCC/ULCC Handling; Heavy Weather Operations; Ship Handling Simulator Training; Crisis Management,9
2117,USNYC,Port of New York/New Jersey,Thomas Smith,USNYC-CP-1993-2117,Canal,Class I,Class B,12,75000,300,TRUE,FALSE,TRUE,1993-04-23,2030-02-02,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Ice Navigation; Bulk Carrier (Capesize); Dangerous Goods Vessels; Naval Vessels; Global Maritime Distress Safety System (GMDSS),10
2118,USNYC,Port of New York/New Jersey,John Smith,USNYC-RP-1991-2118,River,Class III,Class C,4,40000,250,TRUE,FALSE,FALSE,1991-11-26,2030-08-19,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Emergency Response; LPG Carrier Operations,5
2119,USNYC,Port of New York/New Jersey,Charles Williams,USNYC-CP-1998-2119,Canal,Class III,Class C,6,40000,250,TRUE,FALSE,FALSE,1998-04-16,2030-05-06,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Heavy Weather Operations; Bulk Carrier (Capesize); Naval Vessels; Container Vessel (ULCV); STCW Certificate,10
2120,USNYC,Port of New York/New Jersey,Richard Wilson,USNYC-DS-2007-2120,Deep Sea,Class III,Class C,6,40000,250,TRUE,FALSE,FALSE,2007-06-17,2025-07-09,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); High-Speed Craft; LPG Carrier Operations; Emergency Response; LNG Carrier Operations; ISPS Security Awareness,10
2121,USNYC,Port of New York/New Jersey,Joseph Davis,USNYC-RP-1995-2121,River,Class I,Master Pilot,18,Unlimited,Unlimited,TRUE,TRUE,TRUE,1995-06-20,2025-04-20,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); STS Transfer Operations; Heavy Weather Operations; Tug and Tow Operations; Restricted Visibility Operations; LNG Carrier Operations,12
2122,USNYC,Port of New York/New Jersey,Thomas Jones,USNYC-CP-2018-2122,Canal,Class I,Unlimited,10,Unlimited,Unlimited,TRUE,TRUE,TRUE,2018-06-24,2027-09-21,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Passenger Vessel; High-Speed Craft; Ice Navigation; Automatic Radar Plotting Aid (ARPA); ISPS Security Awareness,9
2123,USNYC,Port of New York/New Jersey,Joseph Williams,USNYC-DS-1992-2123,Deep Sea,Class II,Class A,11,150000,366,TRUE,TRUE,FALSE,1992-06-11,2030-01-04,Training,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Emergency Response; STS Transfer Operations; Night Operations - All Vessels; Heavy Weather Operations; Human Factors Training,10
2124,USNYC,Port of New York/New Jersey,James Davis,USNYC-RP-2000-2124,River,Class II,Class B,9,75000,300,TRUE,FALSE,FALSE,2000-12-06,2026-01-01,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Passenger Vessel; VLCC/ULCC Handling; LNG Carrier Operations; Naval Vessels; Global Maritime Distress Safety System (GMDSS),10
2125,USNYC,Port of New York/New Jersey,Richard Brown,USNYC-DS-2014-2125,Deep Sea,Class I,Class A,7,150000,366,TRUE,TRUE,TRUE,2014-12-18,2027-04-03,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Bulk Carrier (Capesize); Chemical Tanker Handling; Ice Navigation; Dangerous Goods Vessels; Car Carrier/RoRo,11
2126,USNYC,Port of New York/New Jersey,Richard Davis,USNYC-DS-2021-2126,Deep Sea,Class III,Class B,7,75000,300,TRUE,FALSE,FALSE,2021-11-15,2029-10-04,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Bulk Carrier (Capesize); Ice Navigation; VLCC/ULCC Handling; Global Maritime Distress Safety System (GMDSS); Automatic Radar Plotting Aid (ARPA),9
2127,USNYC,Port of New York/New Jersey,William Davis,USNYC-HP-1997-2127,Harbor,Class III,Class D,4,20000,200,FALSE,FALSE,FALSE,1997-11-01,2029-11-27,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Passenger Vessel; Emergency Response,5
2128,USNYC,Port of New York/New Jersey,Michael Smith,USNYC-RP-1998-2128,River,Class III,Class C,6,40000,250,TRUE,FALSE,FALSE,1998-07-09,2030-06-16,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Restricted Visibility Operations; Passenger Vessel; Naval Vessels; Offshore Support Vessels; STCW Certificate,10
2129,USNYC,Port of New York/New Jersey,David Jones,USNYC-RP-2019-2129,River,Junior,Class C,2,40000,250,TRUE,FALSE,FALSE,2019-11-11,2026-03-24,On Leave,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); VLCC/ULCC Handling,4
2130,USNYC,Port of New York/New Jersey,Michael Brown,USNYC-CP-2006-2130,Canal,Junior,Class D,3,20000,200,FALSE,FALSE,FALSE,2006-04-25,2030-03-15,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Heavy Weather Operations,4
2131,USNYC,Port of New York/New Jersey,Joseph Anderson,USNYC-DS-2018-2131,Deep Sea,Senior,Unlimited,21,Unlimited,Unlimited,TRUE,TRUE,TRUE,2018-11-06,2025-08-16,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Offshore Support Vessels; Heavy Weather Operations; Ice Navigation; Cruise Ship Operations; Electronic Chart Display (ECDIS),10
2132,USNYC,Port of New York/New Jersey,David Johnson,USNYC-HP-2000-2132,Harbor,Class I,Class A,11,150000,366,TRUE,TRUE,TRUE,2000-11-21,2027-02-02,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); STS Transfer Operations; Emergency Response; Car Carrier/RoRo; Bulk Carrier (Capesize); Naval Vessels,12
2133,USNYC,Port of New York/New Jersey,Robert Williams,USNYC-RP-2014-2133,River,Senior,Unlimited,33,Unlimited,Unlimited,TRUE,TRUE,TRUE,2014-06-05,2029-04-12,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Chemical Tanker Handling; STS Transfer Operations; High-Speed Craft; Dangerous Goods Vessels; Human Factors Training,10
2134,USNYC,Port of New York/New Jersey,David Johnson,USNYC-HP-1991-2134,Harbor,Class I,Unlimited,12,Unlimited,Unlimited,TRUE,TRUE,TRUE,1991-05-01,2027-02-13,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Night Operations - All Vessels; Cruise Ship Operations; STS Transfer Operations; Car Carrier/RoRo; Ship Handling Simulator Training,10
2135,USNYC,Port of New York/New Jersey,Richard Smith,USNYC-RP-2015-2135,River,Senior,Master Pilot,31,Unlimited,Unlimited,TRUE,TRUE,TRUE,2015-06-02,2030-11-24,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Ice Navigation; STS Transfer Operations; Offshore Support Vessels; Manned Model Training; Environmental Compliance,9
2136,USNYC,Port of New York/New Jersey,Joseph Wilson,USNYC-DS-2020-2136,Deep Sea,Class III,Class C,4,40000,250,TRUE,FALSE,FALSE,2020-09-19,2028-12-16,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); STS Transfer Operations; LNG Carrier Operations,5
2137,USNYC,Port of New York/New Jersey,James Wilson,USNYC-DS-2002-2137,Deep Sea,Class I,Unlimited,18,Unlimited,Unlimited,TRUE,TRUE,TRUE,2002-01-09,2026-05-21,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Container Vessel (ULCV); Night Operations - All Vessels; LNG Carrier Operations; Port State Control Procedures; Automatic Radar Plotting Aid (ARPA),9
2138,USNYC,Port of New York/New Jersey,John Smith,USNYC-RP-1991-2138,River,Class I,Class A,7,150000,366,TRUE,TRUE,TRUE,1991-06-22,2027-10-17,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); STS Transfer Operations; Emergency Response; Heavy Weather Operations; Restricted Visibility Operations; Passenger Vessel,11
2139,USNYC,Port of New York/New Jersey,Thomas Wilson,USNYC-HP-2022-2139,Harbor,Class II,Class B,5,75000,300,TRUE,FALSE,FALSE,2022-10-11,2025-07-16,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Restricted Visibility Operations; Bulk Carrier (Capesize); Container Vessel (ULCV),6
2140,USNYC,Port of New York/New Jersey,Richard Williams,USNYC-CP-1999-2140,Canal,Class III,Class D,3,20000,200,FALSE,FALSE,FALSE,1999-05-04,2026-01-15,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Bulk Carrier (Capesize); Passenger Vessel; LPG Carrier Operations,6
2141,USNYC,Port of New York/New Jersey,David Jones,USNYC-RP-2005-2141,River,Senior,Unlimited,10,Unlimited,Unlimited,TRUE,TRUE,TRUE,2005-11-14,2026-10-25,Training,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Tug and Tow Operations; Heavy Weather Operations; Night Operations - All Vessels; VLCC/ULCC Handling; Dangerous Goods Vessels,12
2142,USNYC,Port of New York/New Jersey,William Anderson,USNYC-HP-1995-2142,Harbor,Trainee,Provisional,2,10000,150,FALSE,FALSE,FALSE,1995-05-23,2028-03-05,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Naval Vessels,4
2143,USNYC,Port of New York/New Jersey,Joseph Miller,USNYC-HP-2020-2143,Harbor,Class III,Class D,6,20000,200,FALSE,FALSE,FALSE,2020-03-07,2030-07-19,On Leave,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Night Operations - All Vessels; Chemical Tanker Handling; Ice Navigation; Car Carrier/RoRo; Bridge Resource Management (BRM),10
2144,USNYC,Port of New York/New Jersey,David Wilson,USNYC-HP-1994-2144,Harbor,Class I,Unlimited,8,Unlimited,Unlimited,TRUE,TRUE,TRUE,1994-04-26,2027-08-03,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LNG Carrier Operations; Night Operations - All Vessels; Naval Vessels; Passenger Vessel; Automatic Radar Plotting Aid (ARPA),10
2145,USNYC,Port of New York/New Jersey,David Wilson,USNYC-CP-1994-2145,Canal,Senior,Class A,15,150000,366,TRUE,TRUE,TRUE,1994-08-05,2027-10-24,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Tug and Tow Operations; LPG Carrier Operations; Ice Navigation; Night Operations - All Vessels; Medical First Aid,10
2146,USNYC,Port of New York/New Jersey,David Davis,USNYC-HP-2011-2146,Harbor,Class I,Unlimited,19,Unlimited,Unlimited,TRUE,TRUE,TRUE,2011-07-20,2028-03-19,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LPG Carrier Operations; Restricted Visibility Operations; High-Speed Craft; Automatic Radar Plotting Aid (ARPA); STCW Certificate,9
2147,USNYC,Port of New York/New Jersey,Richard Brown,USNYC-RP-2001-2147,River,Senior,Unlimited,24,Unlimited,Unlimited,TRUE,TRUE,TRUE,2001-06-13,2029-01-23,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Container Vessel (ULCV); Offshore Support Vessels; Car Carrier/RoRo; Dangerous Goods Vessels; Electronic Chart Display (ECDIS),10
2148,USNYC,Port of New York/New Jersey,Robert Smith,USNYC-CP-2002-2148,Canal,Class I,Unlimited,12,Unlimited,Unlimited,TRUE,TRUE,TRUE,2002-03-02,2029-10-28,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Restricted Visibility Operations; High-Speed Craft; LPG Carrier Operations; STS Transfer Operations; Manned Model Training,10
2149,USNYC,Port of New York/New Jersey,David Miller,USNYC-HP-1993-2149,Harbor,Class I,Unlimited,12,Unlimited,Unlimited,TRUE,TRUE,TRUE,1993-11-15,2027-12-20,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Passenger Vessel; Cruise Ship Operations; Bulk Carrier (Capesize); Ice Navigation; Tug and Tow Operations,11
2150,USNYC,Port of New York/New Jersey,Michael Jones,USNYC-DS-2005-2150,Deep Sea,Trainee,Provisional,1,10000,150,FALSE,FALSE,FALSE,2005-02-24,2027-09-02,On Leave,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Restricted Visibility Operations; VLCC/ULCC Handling,5
2151,USNYC,Port of New York/New Jersey,Joseph Davis,USNYC-CP-2023-2151,Canal,Senior,Class A,22,150000,366,TRUE,TRUE,TRUE,2023-11-25,2030-12-16,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); VLCC/ULCC Handling; Naval Vessels; Restricted Visibility Operations; LPG Carrier Operations; High-Speed Craft,11
2152,USNYC,Port of New York/New Jersey,Joseph Johnson,USNYC-RP-2014-2152,River,Class II,Class A,11,150000,366,TRUE,TRUE,FALSE,2014-12-05,2025-12-08,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); VLCC/ULCC Handling; Dangerous Goods Vessels; Tug and Tow Operations; STCW Certificate; Bridge Resource Management (BRM),9
2153,USNYC,Port of New York/New Jersey,William Brown,USNYC-DS-1993-2153,Deep Sea,Senior,Class A,23,150000,366,TRUE,TRUE,TRUE,1993-08-14,2027-02-19,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Container Vessel (ULCV); Bulk Carrier (Capesize); Restricted Visibility Operations; STCW Certificate; ISPS Security Awareness,9
2154,USNYC,Port of New York/New Jersey,David Johnson,USNYC-HP-2017-2154,Harbor,Class III,Class C,3,40000,250,TRUE,FALSE,FALSE,2017-05-25,2026-05-01,On Leave,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Chemical Tanker Handling; VLCC/ULCC Handling; Tug and Tow Operations,6
2155,USNYC,Port of New York/New Jersey,John Anderson,USNYC-CP-2009-2155,Canal,Junior,Provisional,4,10000,150,FALSE,FALSE,FALSE,2009-07-17,2029-12-21,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Car Carrier/RoRo,4
2156,USNYC,Port of New York/New Jersey,Richard Miller,USNYC-CP-2023-2156,Canal,Senior,Unlimited,11,Unlimited,Unlimited,TRUE,TRUE,TRUE,2023-06-06,2026-02-20,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Cruise Ship Operations; LPG Carrier Operations; Car Carrier/RoRo; High-Speed Craft; Global Maritime Distress Safety System (GMDSS),10
2157,USNYC,Port of New York/New Jersey,David Smith,USNYC-DS-2000-2157,Deep Sea,Class II,Class A,10,150000,366,TRUE,TRUE,FALSE,2000-07-09,2027-12-19,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Passenger Vessel; LPG Carrier Operations; High-Speed Craft; Dangerous Goods Vessels; Manned Model Training,10
2158,USNYC,Port of New York/New Jersey,Joseph Davis,USNYC-HP-1997-2158,Harbor,Class I,Unlimited,16,Unlimited,Unlimited,TRUE,TRUE,TRUE,1997-10-02,2028-10-25,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Bulk Carrier (Capesize); Emergency Response; Restricted Visibility Operations; VLCC/ULCC Handling; LPG Carrier Operations,11
2159,USNYC,Port of New York/New Jersey,David Smith,USNYC-CP-2015-2159,Canal,Class II,Class A,11,150000,366,TRUE,TRUE,FALSE,2015-01-16,2029-04-24,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Tug and Tow Operations; Ice Navigation; Automatic Radar Plotting Aid (ARPA); Environmental Compliance; Manned Model Training,8
